0,10,2
1,10,4
2,10,2
3,10,4
4,10,3
5,10,8
6,10,6
7,10,1
8,10,14
9,15,-1
10,15,2
11,15,24
12,15,1
13,15,12
14,15,6
15,15,0
16,15,8
17,15,6
18,15,1
19,15,0
20,15,8
21,15,34
22,15,16
23,15,18
24,15,5
25,15,18
26,15,6
27,15,5
28,15,2
29,15,2
30,15,2
31,15,2
32,15,2
33,15,2
34,15,2
35,15,2
36,15,2
37,15,2
38,15,2
39,15,2
40,15,2
41,15,2
42,15,2
43,15,2
44,15,2
45,15,2
46,15,2
47,15,2
48,15,2
49,15,2
50,15,2
51,15,2
52,15,2
53,15,2
54,15,2
55,15,2
56,15,2
57,15,2
58,15,2
59,15,2
60,15,2
61,15,2
62,15,2
63,15,2
64,15,2
65,15,2
66,15,2
67,15,2
68,15,2
69,15,2
70,15,2
71,15,2
72,15,2
73,15,2
74,15,2
75,15,2
76,15,2
77,15,2
78,15,2
79,15,2
80,15,2
81,15,2
82,15,2
83,15,2
84,15,2
85,15,2
86,15,2
87,15,2
88,15,2
89,15,2
90,15,2
91,15,2
92,15,2
93,15,2
94,15,2
95,15,2
96,15,2
97,15,2
98,15,2
99,15,2
